customer_id,first_name,last_name,email,phone,birth_date,gender,city,state,region_id,registration_date,customer_segment
210,Fernanda,Novais,estheralves@example.net,+55 35 2481-8019,1984-04-10,F,Ferreira,CE,4,2025-05-23,Platinum
211,Luna,Cavalcante,luiz-gustavo58@example.net,+55 17 2007-7225,1981-04-18,F,Fogaça,PA,5,2025-06-29,Platinum
212,Gabrielly,Vargas,hnascimento@example.net,92 1494-1776,1967-08-31,F,da Paz,PB,5,2025-04-03,Bronze
213,Laís,Fernandes,luiz-henriqueviana@example.net,+55 46 6088-4391,1964-01-23,M,Melo das Flores,RR,2,2025-03-05,Prata
214,Laís,Porto,ecavalcanti@example.org,0300 467 6207,1977-01-14,F,Fernandes,AC,1,2024-02-07,Prata
215,Ana Vitória,Vargas,maria-ceciliacaldeira@example.org,+55 37 1939-8260,1974-07-25,M,da Cunha Verde,AC,2,2025-01-01,Bronze
216,Nathan,Andrade,cauearagao@example.net,+55 14 4512-3298,1956-03-29,M,Macedo de Goiás,AP,1,2024-11-18,Platinum
217,Maria Liz,Rios,pmendonca@example.net,+55 37 9642-5247,1957-08-08,F,Nascimento da Prata,MT,5,2026-07-12,Platinum
218,Isabella,Oliveira,castromaria-vitoria@example.net,+55 66 0952-5869,2002-07-22,F,Garcia,BA,1,2026-05-03,Prata
219,Davi Luiz,Azevedo,murilo02@example.org,0900 581 3295,2007-06-28,F,Pereira,PB,3,2024-10-21,Platinum
220,Aurora,Novaes,brendadas-neves@example.net,46 8706-2200,2008-04-15,M,Viana do Oeste,SP,2,2024-08-24,Ouro
221,Diego,Campos,garcialuiz-felipe@example.com,55 7256-9151,1977-02-13,M,Moreira,AC,4,2026-04-17,Bronze
222,Luara,Castro,danilo52@example.com,+55 77 1258-5722,1974-01-12,M,da Rosa,MT,2,2024-10-24,Ouro
223,Yago,Pimenta,luanacavalcante@example.com,+55 98 8537-0897,1955-08-31,M,Sampaio,MS,1,2025-10-11,Bronze
224,Luan,Pacheco,tmendes@example.com,73 4995-8912,1956-06-03,M,Vieira Alegre,DF,3,2025-09-08,Ouro
225,Hellena,Guerra,carvalhogiovanna@example.org,13 3368-2905,1969-02-12,F,Ribeiro do Sul,PB,1,2025-07-15,Platinum
226,Thales,Castro,eduardopeixoto@example.org,74 1235-5572,1965-03-19,F,Pacheco da Serra,RR,4,2024-05-15,Ouro
227,Maria Laura,Nunes,oliver87@example.net,44 0900-9913,1970-12-31,F,Martins,PE,4,2026-04-20,Bronze
228,Joana,Vieira,josue65@example.net,+55 69 6077-0314,1991-07-30,M,Pacheco Grande,SE,4,2024-01-21,Ouro
229,Sabrina,Moreira,valentim27@example.com,+55 77 4168-4499,1974-05-21,F,da Mota da Praia,PR,1,2024-07-28,Bronze
230,Henry Gabriel,Araújo,pborges@example.org,46 6745-9082,1990-12-15,M,da Mota do Amparo,AP,5,2026-05-28,Bronze
231,Luiz Miguel,Dias,rafaelaferreira@example.org,+55 79 0412-5164,2006-07-15,F,da Luz da Serra,RJ,5,2026-02-25,Bronze
232,Alícia,Sá,ksales@example.net,65 3178-2036,1987-04-09,M,Campos do Campo,PR,4,2024-02-27,Platinum
233,Lunna,Mendonça,alicecamara@example.org,+55 74 5017-1053,1980-07-31,F,da Luz,PB,2,2026-08-02,Platinum
234,Matteo,Camargo,erezende@example.org,96 9695-0492,1987-01-21,F,Viana do Amparo,AP,1,2026-07-12,Platinum
235,Bruna,Vargas,caldeirajose@example.com,85 7841-0287,1976-01-03,F,Moura Grande,PI,4,2026-05-10,Ouro
236,Luana,Vieira,moreiraalexia@example.net,12 9942-0302,2001-05-30,F,Carvalho,AL,1,2024-04-22,Prata
237,Lívia,Cardoso,nmoura@example.org,+55 33 9436-2165,1978-09-08,F,Cavalcante Paulista,MT,4,2026-06-10,Platinum
238,Arthur Gabriel,Rodrigues,mcorreia@example.org,44 0623-1262,1982-12-15,F,Fonseca,PR,4,2024-04-30,Bronze
239,Vitor Hugo,Teixeira,pmendonca@example.org,47 8599-4927,1982-03-20,F,Casa Grande,BA,1,2023-09-03,Ouro
240,Maria Eduarda,Lima,ana-vitoriacamargo@example.com,66 6425-4739,1993-11-06,F,Aparecida,AM,3,2024-06-10,Bronze
241,Luiza,Souza,calebe01@example.org,+55 75 5997-4528,1969-03-26,F,Castro,TO,5,2025-09-11,Bronze
242,Pedro Henrique,Machado,caldeiramarcela@example.org,+55 96 1900-1682,1971-05-13,F,Vargas,SP,4,2023-09-11,Bronze
243,Josué,Nogueira,stephanyaragao@example.org,44 8805-7576,1997-06-04,M,Pinto,AL,5,2026-04-21,Ouro
244,Henrique,Porto,igorpeixoto@example.net,+55 83 2008-8051,1986-08-04,F,Vieira,RN,4,2025-11-01,Bronze
245,João Guilherme,Jesus,da-pazana-cecilia@example.org,+55 93 2494-8877,1958-11-24,M,Mendonça Alegre,MA,3,2025-05-18,Prata
246,Mathias,Martins,kda-rocha@example.org,97 0612-1124,1973-05-18,F,Pimenta,RS,4,2023-09-26,Platinum
247,Maria Fernanda,Casa Grande,oliveirabreno@example.com,86 7467-0898,1986-11-05,M,Rocha,CE,1,2025-06-18,Prata
248,Benjamim,Lima,pastorbarbara@example.org,54 8624-7732,2005-10-11,M,Cassiano de Nogueira,RR,3,2025-11-30,Bronze
249,Ana Cecília,da Paz,brunacasa-grande@example.net,53 4340-9268,1997-11-17,F,Martins,RO,1,2025-03-30,Prata
250,Caleb,Aparecida,vianadanilo@example.org,+55 21 0036-1754,1964-12-22,M,Silveira,AM,4,2023-11-30,Bronze
251,Valentim,Dias,galves@example.net,+55 83 9589-7664,2000-05-29,M,Casa Grande Grande,BA,4,2025-12-30,Ouro
252,Fernanda,Brito,cunhamariane@example.net,+55 38 4246-4371,1963-09-07,F,Aragão de Nogueira,AM,4,2024-08-26,Platinum
253,Diogo,Ferreira,rafael59@example.net,15 3694-7998,1986-09-21,F,Pimenta,AL,2,2026-01-29,Platinum
254,Daniel,Araújo,emilly86@example.com,+55 19 3262-7971,1961-04-03,M,Correia,MA,4,2025-08-23,Prata
255,Danilo,Teixeira,aurorasales@example.org,42 5297-5101,1959-08-09,M,da Rosa,MA,1,2025-03-24,Ouro
256,Oliver,Cirino,leonardocasa-grande@example.net,+55 27 9269-3077,1967-11-19,F,Câmara da Mata,RR,3,2023-10-17,Ouro
257,Ana Júlia,da Mata,bentoda-mota@example.net,33 1474-9476,1981-03-21,M,da Mata,DF,3,2024-03-31,Ouro
258,Theodoro,Nunes,machadojoao-pedro@example.org,+55 64 0634-2612,1965-12-16,F,Freitas,AP,2,2026-03-20,Platinum
259,Sarah,Gomes,cavalcantecaleb@example.com,84 3796-7355,1967-04-13,F,Andrade,ES,3,2023-11-10,Ouro
260,Pedro Lucas,Moraes,nunesevelyn@example.org,+55 12 6648-9112,1987-06-21,F,Alves de Cavalcante,SP,4,2025-10-21,Ouro
261,Brayan,Duarte,ceciliamelo@example.net,+55 11 3311-3966,1986-02-09,M,Carvalho do Campo,MG,2,2025-07-08,Platinum
262,Rafael,Nunes,joao-pedro29@example.com,+55 55 2622-7106,1960-05-16,M,Pereira,MA,4,2024-10-03,Bronze
263,Theodoro,Correia,rda-mota@example.org,11 6278-2327,1969-01-29,F,Sales,RN,4,2025-08-30,Platinum
264,João,da Costa,calebrodrigues@example.org,+55 16 9043-9326,1978-10-06,F,Pinto,TO,2,2025-12-13,Platinum
265,Miguel,Gomes,kamillyfonseca@example.net,+55 88 0911-2586,1980-09-12,M,Nogueira,RJ,2,2025-09-24,Ouro
266,Gustavo Henrique,Almeida,pimentabrenda@example.org,+55 67 3740-5987,1981-12-10,M,Freitas da Mata,CE,4,2026-08-01,Bronze
267,Levi,Camargo,fernandesyan@example.net,88 5882-5438,1991-06-19,F,Fogaça,MS,1,2024-07-12,Prata
268,Maria Liz,Andrade,caldeiradaniela@example.org,+55 54 2988-2379,1958-08-25,F,Sá de Nascimento,SC,2,2025-09-27,Bronze
269,Ana Lívia,das Neves,arthur-gabriel93@example.net,+55 55 7968-3931,1986-11-04,F,Nogueira da Mata,PE,3,2024-11-21,Ouro
270,Mathias,Mendonça,ravy67@example.net,66 2654-7532,2004-01-06,F,da Luz,MT,1,2024-11-28,Ouro
271,Vicente,Mendonça,hadassagoncalves@example.net,+55 92 5106-5367,1975-02-11,F,Fogaça,ES,3,2026-04-04,Platinum
272,Luísa,Pacheco,rochathomas@example.org,+55 41 9557-5643,1989-07-09,M,Duarte,MG,5,2025-07-23,Bronze
273,Benjamin,Costela,gomesnathan@example.net,12 7832-2487,1985-05-29,M,Marques,DF,3,2025-02-10,Prata
274,Gabriel,Martins,saleseloa@example.org,61 6171-7616,1989-06-03,M,Pastor,GO,4,2026-05-04,Bronze
275,Mariah,Aragão,juanlopes@example.org,63 3755-6650,1987-07-25,M,Nogueira de Machado,TO,4,2025-06-26,Prata
276,Luiz Henrique,Duarte,stephanymendes@example.com,31 1003-6964,1996-09-23,F,Nogueira do Galho,TO,1,2024-12-21,Bronze
277,Kamilly,Moraes,costelagustavo-henrique@example.net,+55 42 5044-5567,1992-06-15,F,Caldeira Grande,AM,1,2026-04-01,Ouro
278,Otávio,Freitas,joao-vitor29@example.net,83 1070-3630,1970-02-11,F,Ferreira do Oeste,TO,3,2025-12-08,Platinum
279,Ágatha,Rios,pastormaria-fernanda@example.org,87 6226-8485,1993-12-17,M,Cassiano do Sul,RR,2,2024-04-07,Platinum
280,Ian,Machado,ncirino@example.net,+55 41 6270-8258,1995-11-26,M,Camargo,PR,2,2023-12-20,Prata
281,Ryan,Cavalcante,qporto@example.org,85 7755-8582,1999-09-02,M,Pinto de da Costa,DF,5,2024-12-15,Platinum
282,Juan,Nascimento,raquelsales@example.org,28 6444-3069,1987-11-18,M,Aparecida,CE,4,2023-12-08,Prata
283,Isabel,Sampaio,emanuellypinto@example.org,+55 62 9079-7417,1987-09-27,M,Macedo do Oeste,ES,4,2026-07-25,Ouro
284,Leonardo,da Mata,albuquerqueolivia@example.com,+55 83 3334-1275,1969-01-26,F,Moura do Sul,RS,3,2024-01-19,Bronze
285,Lívia,Rezende,cavalcantecamila@example.org,+55 55 7080-9298,1989-12-14,F,Pereira,PE,3,2025-02-19,Prata
286,Isaque,Sales,gabriel14@example.com,+55 85 4626-9360,2005-12-02,M,Ramos Verde,SP,4,2025-10-13,Ouro
287,Eduarda,Silveira,sda-rosa@example.net,45 0840-2560,1997-11-06,F,Souza,PB,4,2024-09-09,Ouro
288,Luísa,da Cunha,fporto@example.net,+55 33 2714-0163,1964-12-23,F,Carvalho do Galho,SP,3,2026-03-23,Prata
289,João Felipe,Nogueira,camaramaria-eduarda@example.org,+55 92 1517-3603,1963-03-12,F,Almeida,RJ,4,2023-12-22,Bronze
290,Carlos Eduardo,Araújo,mariahda-rosa@example.com,+55 14 6157-9768,1985-03-08,M,das Neves de Goiás,PR,4,2024-06-02,Ouro
291,Marcos Vinicius,Peixoto,correiacalebe@example.net,+55 55 2568-7997,1974-06-20,F,da Rosa da Mata,MA,3,2025-11-01,Bronze
292,Letícia,Costela,bruno06@example.com,51 3630-6295,1980-07-06,F,Abreu,RN,3,2023-10-12,Bronze
293,Rodrigo,Cirino,guilherme35@example.com,+55 47 0200-6476,1980-02-22,M,Mendonça,AM,5,2024-06-13,Platinum
294,Beatriz,Peixoto,peixotojulia@example.net,+55 32 1832-6248,1974-04-30,F,Melo,AP,2,2025-06-09,Ouro
295,Arthur Miguel,Pereira,carlos-eduardosouza@example.net,42 0234-2415,1959-08-18,M,Alves,MS,2,2024-01-14,Ouro
296,Mirella,Albuquerque,mayanovais@example.org,+55 83 4366-8820,1972-05-03,M,Rezende,PR,1,2024-11-02,Bronze
297,Erick,Vargas,pintoalicia@example.org,51 5882-2513,1995-12-25,F,Peixoto,PI,4,2024-10-04,Bronze
298,Isaac,Nogueira,maria-vitoriamarques@example.org,+55 18 1358-1756,1978-01-21,F,Cardoso,MA,2,2025-07-29,Bronze
299,Apollo,Novais,maysa14@example.net,+55 45 7852-3081,1978-06-29,F,Farias,MA,3,2025-08-29,Platinum
300,Bruno,Pires,fernando50@example.com,+55 42 6077-3608,2001-11-27,M,Ribeiro,MT,2,2026-02-15,Prata
301,Davi Lucca,Aparecida,cmoraes@example.org,+55 98 4428-6953,1955-11-18,F,Brito,PE,5,2026-04-25,Ouro
302,José Pedro,das Neves,juanda-cunha@example.com,17 0570-6522,1984-08-19,M,Sá,ES,3,2025-07-13,Platinum
303,Maria Liz,Araújo,jcavalcanti@example.net,31 6307-2051,1993-04-22,F,Pires do Norte,MG,3,2024-02-22,Bronze
304,Yasmin,Fogaça,pimentaclarice@example.org,+55 53 1560-2632,1999-10-08,F,Novais de Sales,SE,1,2024-03-23,Prata
305,Laís,Vargas,wpimenta@example.net,47 1171-7657,2004-05-08,M,Cavalcante de Goiás,CE,4,2024-09-19,Ouro
306,Noah,Pimenta,da-conceicaomarcelo@example.com,53 0799-5239,2005-05-22,M,Castro,ES,4,2025-04-06,Bronze
307,Vitória,da Cunha,samuel74@example.com,79 9937-0524,2001-08-22,F,Lopes,RN,5,2025-07-14,Bronze
308,Luiz Henrique,Borges,matteo01@example.net,+55 68 1483-9398,1977-01-27,F,Azevedo,RO,3,2026-03-16,Ouro
309,Mariana,Dias,asafeleao@example.net,92 0886-8904,1959-08-10,F,Monteiro,SE,3,2025-10-01,Bronze
310,Maria Sophia,Carvalho,iborges@example.org,82 5058-4319,1972-08-04,M,Barbosa,ES,4,2024-10-07,Bronze
311,Hadassa,Mendonça,kcasa-grande@example.com,0800 528 9674,1965-03-18,F,Leão,AC,5,2024-02-11,Prata
312,Thiago,Nascimento,pcorreia@example.org,21 1080-2480,1998-05-08,M,Moraes,MG,4,2023-09-17,Ouro
313,Marcos Vinicius,Cirino,pimentalarissa@example.org,84 3512-0438,1982-12-30,F,Pinto de da Paz,SP,1,2023-10-01,Prata
314,Bárbara,Rocha,da-rosacarlos-eduardo@example.org,+55 24 0091-8616,1967-03-21,M,Guerra,SP,1,2024-12-29,Ouro
315,Heloisa,Silveira,dnascimento@example.net,35 6523-9093,1996-12-16,F,Cunha,SP,1,2023-12-12,Bronze
316,Esther,da Cunha,joserocha@example.com,+55 47 0948-3679,2006-07-28,M,Novais,RN,5,2025-02-12,Prata
317,João Miguel,Castro,kteixeira@example.net,47 9454-7592,1970-07-29,F,Souza,SP,4,2025-04-28,Ouro
318,Enzo Gabriel,Macedo,fgomes@example.net,+55 41 3775-4425,1959-08-30,F,Mendonça,AM,5,2025-10-11,Prata
319,Théo,Araújo,vpimenta@example.net,+55 98 5586-8489,1992-11-09,F,Rodrigues,DF,1,2024-12-01,Platinum
320,Sophie,da Conceição,tvargas@example.org,+55 81 3090-4043,1973-03-05,F,Fogaça,PA,3,2024-05-27,Bronze
321,Enrico,Azevedo,da-cunhahenrique@example.com,33 1963-1216,1988-07-21,F,Novais de Lopes,RJ,2,2025-12-25,Platinum
322,Luiz Felipe,Araújo,mariahgoncalves@example.net,+55 51 3798-9671,1975-10-07,F,Rodrigues do Amparo,MA,2,2023-11-05,Ouro
323,Ana Carolina,Cassiano,larissa98@example.net,+55 31 5763-3704,1967-04-21,M,Vargas,MS,3,2025-10-02,Ouro
324,Isaque,Moreira,novaesclarice@example.net,+55 33 7546-1204,1957-03-13,M,Fogaça da Serra,SC,4,2024-05-15,Ouro
325,Juliana,Sales,npimenta@example.org,38 2689-6449,2004-04-18,M,Correia do Galho,MT,1,2026-01-12,Platinum
326,Caroline,Fonseca,oaraujo@example.org,0300 466 1816,1970-11-28,M,Rios,AM,2,2024-03-21,Bronze
327,Maitê,Rocha,sampaiohenry-gabriel@example.net,18 4257-5753,1964-06-23,M,Silva da Praia,PE,3,2026-01-12,Prata
328,Murilo,Costela,clarice87@example.org,42 5290-1253,1961-08-28,M,Silveira,PR,5,2025-03-08,Prata
329,Maysa,Gomes,maria60@example.org,+55 17 9068-4992,1994-12-16,M,da Mota da Prata,RJ,5,2024-03-09,Prata
330,Fernanda,Viana,vicentevasconcelos@example.net,+55 71 3080-4671,2001-08-05,M,Novais das Pedras,MG,2,2025-08-31,Ouro
331,João Lucas,Mendes,kpimenta@example.com,+55 89 3959-3844,1978-04-27,M,Teixeira do Campo,RO,5,2026-05-30,Bronze
332,Benjamin,Lopes,rmarques@example.net,+55 89 7360-9003,2005-09-10,F,Cardoso de Farias,PE,2,2024-10-22,Prata
333,Anna Liz,Montenegro,felipe14@example.org,+55 99 6589-0634,1987-11-28,F,Rocha de Campos,SP,2,2026-07-02,Bronze
334,Emilly,da Conceição,silvamiguel@example.org,12 3059-4790,1978-05-03,M,Cavalcante Alegre,AL,2,2025-02-25,Bronze
335,Calebe,Sales,sousaayla@example.com,61 0854-3077,1980-03-01,F,Teixeira de Azevedo,RO,2,2024-07-26,Ouro
336,Igor,Silveira,bnovaes@example.com,81 7411-1149,1978-05-13,M,da Costa de Oliveira,MS,2,2026-04-21,Ouro
337,Luana,Rocha,agathacarvalho@example.org,+55 46 9305-1532,1980-06-24,M,Gonçalves,PR,2,2025-04-24,Platinum
338,Eloá,Cassiano,vinicius38@example.net,+55 67 4232-0060,1959-09-28,M,Aparecida,MT,1,2024-06-25,Platinum
339,Sara,Ferreira,bernardo65@example.com,83 1510-5107,1966-02-07,F,da Mota de Minas,PR,3,2025-05-03,Bronze
340,Luan,da Conceição,camargosophie@example.com,+55 42 6774-0660,1996-06-09,F,Sampaio,PB,5,2024-03-11,Prata
341,Melina,Farias,xduarte@example.org,95 2834-9709,1958-07-24,M,Azevedo,BA,5,2024-03-03,Ouro
342,Arthur,Novaes,dlopes@example.net,51 1619-2204,1989-04-02,F,Montenegro de Vieira,AL,1,2025-02-01,Bronze
343,Enzo Gabriel,Souza,pedro67@example.net,+55 81 6517-3081,1994-04-26,F,Farias,RJ,4,2025-01-03,Platinum
344,Ana,Marques,isismoreira@example.org,+55 71 5286-3754,1955-09-24,M,Camargo Paulista,MS,4,2025-09-14,Platinum
345,Manuella,Vargas,goncalvesrhavi@example.com,+55 28 5471-0571,2006-09-28,M,Cassiano de da Rosa,PA,1,2024-04-15,Ouro
346,Maria Luísa,Sampaio,qsantos@example.com,+55 35 6116-5136,1996-01-05,M,Freitas,RN,1,2023-11-15,Prata
347,Maria Vitória,Pinto,luccaalmeida@example.net,81 4980-3118,1989-03-27,F,Silva de Cirino,GO,5,2025-06-18,Ouro
348,Isadora,Araújo,da-matacecilia@example.net,+55 67 7082-3263,1971-12-15,F,da Cruz,RS,5,2025-07-31,Ouro
349,Vinicius,da Costa,kpimenta@example.net,+55 18 2109-0220,2001-06-20,F,Moreira de Goiás,MT,5,2025-01-03,Platinum
350,Davi Miguel,Mendes,stephany85@example.net,94 7243-7524,1962-12-18,M,Costa Alegre,SP,1,2024-07-26,Prata
351,Bianca,Rocha,yurisousa@example.net,+55 86 6903-0994,1968-05-27,F,Silveira,RJ,4,2024-09-16,Prata
352,Heitor,Casa Grande,krodrigues@example.com,+55 53 8728-1092,1957-02-06,F,Guerra da Praia,AC,3,2024-02-20,Platinum
353,Ian,Aragão,freitasmaria-laura@example.net,99 1763-9535,1996-01-15,F,Martins do Amparo,MS,4,2026-06-08,Bronze
354,Vitória,Pereira,joao-lucaspereira@example.net,+55 96 2272-8042,1974-03-24,F,Sales Grande,RS,4,2024-04-27,Ouro
355,Alícia,Siqueira,murilopinto@example.net,47 9938-5480,2008-07-08,F,Moreira Grande,AP,3,2025-05-31,Prata
356,Melina,Martins,rochabeatriz@example.org,+55 45 4304-4224,2007-09-08,F,Jesus,SP,1,2024-02-05,Bronze
357,Henry Gabriel,Cassiano,emanuel02@example.com,13 7527-6036,1994-05-20,M,Sales de Alves,AM,1,2024-09-09,Platinum
358,Emanuelly,Novais,cavalcantibella@example.com,64 2575-8418,1968-03-17,M,Marques da Mata,AP,3,2026-04-10,Prata
359,Sofia,Fernandes,otto84@example.org,99 9648-4016,1992-01-30,M,Pacheco,MG,5,2024-03-01,Ouro
360,Ester,Fonseca,nda-luz@example.com,81 3260-6742,1994-09-17,M,Sampaio,AL,4,2024-05-27,Ouro
361,Isis,Novaes,vitormendes@example.org,+55 71 6875-3494,1955-10-19,F,Pereira,PR,1,2024-10-04,Ouro
362,Théo,Freitas,mmoura@example.org,+55 14 0749-9883,1997-11-28,F,da Conceição do Galho,AM,3,2024-10-16,Bronze
363,Vinícius,Gonçalves,mayavargas@example.net,89 6177-4009,1985-08-23,M,Nunes de Cunha,AM,2,2026-03-03,Platinum
364,Clara,Cavalcante,ravi-lucca75@example.org,27 9673-3622,1987-06-19,M,Ramos de Marques,PR,1,2026-05-01,Ouro
365,Caroline,Guerra,cgoncalves@example.net,28 0503-6293,1957-05-13,F,Fernandes Grande,SP,1,2024-07-15,Ouro
366,Isabelly,Rezende,gmoraes@example.com,24 8967-7074,1979-01-24,M,Aparecida da Praia,CE,4,2024-09-16,Bronze
367,Maria Luiza,Andrade,afogaca@example.org,86 8548-9347,1968-09-27,F,Mendonça,AP,1,2025-09-12,Prata
368,Maria Fernanda,Martins,isaquefonseca@example.com,74 5794-1032,2003-01-01,F,Cunha de Pinto,SP,3,2025-02-05,Ouro
369,Rhavi,Câmara,viniciuscampos@example.net,+55 73 7273-3952,1965-08-23,F,Melo,RR,1,2025-06-29,Prata
370,Maria Julia,Cunha,da-costalucas@example.net,+55 93 9583-8754,1987-09-03,M,Costela Grande,RJ,5,2025-11-19,Platinum
371,Eduarda,Machado,joao-lucas79@example.org,74 3471-1569,1962-07-13,M,Sousa de Silveira,PE,2,2025-08-24,Bronze
372,Pedro Henrique,Casa Grande,juliasantos@example.org,+55 28 8322-7520,2004-03-22,M,Viana de Minas,RJ,5,2024-07-18,Prata
373,João Guilherme,Gonçalves,pedro19@example.com,48 1848-0541,1997-04-06,F,Teixeira,AL,4,2025-11-04,Platinum
374,Vitor Gabriel,Melo,renanaraujo@example.org,73 0358-0611,1974-06-24,F,Campos Verde,MS,2,2025-12-31,Ouro
375,Bryan,Carvalho,moraesbruno@example.net,+55 87 4786-0476,1986-09-08,F,Fernandes,RN,3,2024-02-22,Bronze
376,Mateus,Moraes,teixeirahadassa@example.com,+55 38 9485-0739,1987-06-11,M,Siqueira,SC,2,2025-09-20,Prata
377,Kaique,Sampaio,tpacheco@example.com,97 7116-6869,1955-09-04,M,Pires,PB,1,2026-03-26,Ouro
378,Sofia,Jesus,limakaique@example.org,+55 73 6350-3758,1992-06-06,F,Vieira do Oeste,SE,4,2023-11-03,Platinum
379,Marcela,Fernandes,gomesagatha@example.net,15 8469-6911,1963-11-07,F,Câmara,MG,4,2024-04-22,Ouro
380,Alana,Cunha,oliver09@example.org,+55 11 8591-1804,1969-08-11,M,Machado de Duarte,RJ,5,2024-06-22,Bronze
381,Catarina,Cavalcanti,theocasa-grande@example.com,19 0552-5735,1975-08-18,F,Almeida da Praia,BA,4,2024-12-08,Bronze
382,Brayan,Melo,davi-luizferreira@example.net,+55 96 0449-5127,1968-04-09,F,Montenegro de Cassiano,MT,5,2026-03-22,Platinum
383,Davi Luiz,Fogaça,ateixeira@example.org,65 4251-6626,1996-07-28,F,Peixoto das Pedras,TO,1,2026-04-14,Prata
384,Nathan,Teixeira,almeidajoaquim@example.net,+55 15 2188-1766,1980-03-30,F,Mendonça,SP,5,2026-02-26,Bronze
385,Luan,Carvalho,ksilva@example.net,53 7074-1754,2000-04-05,M,Leão Alegre,MT,2,2026-06-19,Ouro
386,Guilherme,Martins,thomas54@example.net,96 7543-2089,1959-03-27,M,Gomes,MS,2,2025-04-27,Ouro
387,Miguel,Pereira,oliveirapietro@example.com,+55 64 6833-8674,1962-10-20,F,Cunha,AL,3,2025-09-29,Bronze
388,Ana Luiza,Cassiano,laurabarros@example.org,92 0937-4635,1994-12-17,M,Sampaio,AP,4,2024-05-14,Platinum
389,Raquel,Moraes,casa-grandeisis@example.net,+55 32 6516-4771,2008-04-22,M,Alves,AC,2,2026-07-20,Platinum
390,Isaque,Silva,yalbuquerque@example.com,11 9753-3343,1955-11-26,M,Leão,MS,5,2026-04-16,Ouro
391,Antonella,Fogaça,smoreira@example.net,95 1882-7716,1964-04-17,M,Teixeira,SE,4,2023-11-24,Bronze
392,Noah,Vargas,fonsecamanuela@example.com,+55 82 2960-1551,1957-05-09,F,Câmara,SE,1,2023-08-25,Platinum
393,Melina,Cavalcanti,oliviada-luz@example.org,+55 91 7432-7324,1987-05-31,M,Duarte,MT,3,2024-09-17,Platinum
394,Juan,Rezende,bcorreia@example.com,+55 53 6165-4609,1967-02-11,F,Fernandes,MT,4,2026-06-20,Ouro
395,Heloisa,Lopes,matheuscosta@example.net,+55 22 0076-9385,1957-05-08,M,Araújo,MA,4,2025-02-03,Bronze
396,Nathan,Melo,kda-rocha@example.org,+55 64 5555-3876,1972-04-06,F,Borges do Sul,BA,2,2025-02-22,Platinum
397,Ana Júlia,Camargo,dmachado@example.org,+55 82 0410-9282,1992-10-28,F,Machado de Nascimento,AM,1,2023-08-16,Platinum
398,Luísa,Ferreira,macedomathias@example.net,+55 45 4691-7599,1989-04-14,M,Moura das Pedras,MT,2,2026-04-11,Platinum
399,Guilherme,Garcia,melissadas-neves@example.org,16 3851-7410,2006-06-22,F,Monteiro,MT,5,2023-11-07,Bronze
400,Ayla,Guerra,jesusgael@example.org,+55 63 9903-7338,1975-11-02,F,Duarte,PE,3,2026-03-12,Ouro
401,Arthur Miguel,Silva,joaquimnovais@example.com,61 7471-7885,1982-06-22,M,Macedo do Campo,SP,3,2024-02-10,Prata
402,Caleb,Fogaça,caldeiradavi-lucca@example.org,65 7112-0594,1963-10-22,M,Machado,AC,5,2025-09-12,Bronze
403,Melissa,da Luz,samuelcunha@example.net,+55 37 6124-4937,1983-04-23,M,Freitas,AC,3,2024-05-27,Ouro
404,Zoe,Freitas,rfernandes@example.net,+55 27 9370-7071,2005-02-25,M,Almeida,AP,2,2023-11-14,Bronze
405,Yago,Azevedo,das-nevesstephany@example.org,+55 24 3375-5797,1958-06-27,M,da Rosa do Galho,DF,3,2024-04-24,Prata
406,Daniela,Castro,emanuellaborges@example.org,+55 99 9521-6202,1987-07-07,M,Barbosa de Albuquerque,RJ,5,2026-03-31,Prata
407,Arthur,Gonçalves,yago45@example.net,+55 81 0230-2054,2000-12-13,M,Santos,TO,2,2024-08-25,Platinum
408,Luigi,Castro,ayllacunha@example.net,31 8425-3128,1995-01-26,F,Fernandes da Mata,RR,5,2025-05-10,Platinum
409,Hadassa,Barbosa,vargasmariane@example.org,+55 83 5839-9353,1992-08-11,F,Novais,RR,3,2025-01-01,Prata
410,Guilherme,Leão,cbrito@example.net,32 4377-1604,1963-11-01,F,Pereira,MA,1,2024-12-27,Platinum
411,Davi Lucca,Teixeira,sarah95@example.com,+55 48 0099-0578,1980-11-12,F,Caldeira,MS,3,2023-12-01,Ouro
412,Davi Luiz,Rocha,egomes@example.org,+55 42 8759-3184,1988-01-24,M,Pastor Paulista,MT,3,2024-01-30,Bronze
413,Cecília,Souza,thiagonascimento@example.com,+55 99 8917-0373,1974-11-08,F,Novaes,PI,4,2024-12-12,Platinum
414,Caleb,Duarte,tgoncalves@example.net,+55 47 2510-9991,1964-05-04,M,Montenegro,SP,1,2025-06-13,Ouro
415,Rael,Porto,nnogueira@example.org,+55 46 0986-0568,2008-05-09,F,Farias,AL,1,2026-08-08,Bronze
416,Ryan,Pimenta,vitoriada-mata@example.net,55 3445-0024,2000-12-12,F,Vasconcelos Verde,PE,4,2024-11-25,Bronze
417,Vicente,Albuquerque,mazevedo@example.com,95 9604-1113,1987-03-19,F,Nunes dos Dourados,AM,5,2026-02-03,Prata
418,Maysa,Cassiano,vitor-hugo28@example.com,19 7957-7242,1956-02-15,F,Silva,DF,5,2026-01-06,Platinum
